_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active
390,Deerwood Creek Community - 1A,70 Humberline Dr,LTCH,Respiratory,Parainfluenza,,2024-08-30,2024-09-09,N
391,One Kenton Place - 1st Fl,1 Kenton Dr,Retirement Home,Respiratory,COVID-19,,2024-08-30,2024-09-07,N
392,Tendercare Living Centre - 3 West & 3 East,1020 McNicoll Ave,LTCH,Respiratory,COVID-19,,2024-08-30,2024-09-20,N
393,UHN - RCC - Trillium Health Partners - 3W,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,COVID-19,,2024-08-30,2024-09-09,N
394,Weston Gardens,303 Queens Dr,Retirement Home,Respiratory,COVID-19,,2024-08-30,2024-09-23,N
395,RCC - Church Site - Humber River Hospital - A2N,200 Church St,Hospital-Chronic Care,Respiratory,COVID-19,,2024-08-29,2024-09-05,N
396,Tony Stacey Centre for Veterans' Care,59 Lawson Rd,LTCH,Respiratory,Rhinovirus,,2024-08-29,2024-09-24,N
397,Unity Health Toronto - Houses Of Providence - A4,3276 St. Clair Ave E,LTCH,Respiratory,COVID-19,,2024-08-29,2024-09-07,N
398,Baycrest Apotex Centre - Jewish Home For The Aged - 5RF,3560 Bathurst St,LTCH,Respiratory,COVID-19,,2024-08-28,2024-09-11,N
399,Centre for Addiction and Mental Health - PRT 8,1001 Queen St W,Hospital-Psychiatric,Respiratory,COVID-19,,2024-08-28,2024-09-05,N
400,Cummer Lodge,205 Cummer Ave,LTCH,Respiratory,Unable to identify,,2024-08-28,2024-09-05,N
401,Ivan Franko Home - 3W & 3S,767 Royal York Rd,LTCH,Respiratory,COVID-19,,2024-08-28,2024-09-19,N
402,McNicoll Manor / Moll Berczy Haus - 5th Fl East,1020 McNicoll Ave,Retirement Home,Respiratory,Coronavirus*,,2024-08-28,2024-09-05,N
403,Nisbet Lodge - 11th Fl,740 Pape Ave,LTCH,Respiratory,COVID-19,,2024-08-28,2024-09-03,N
404,North York General Hospital  - 5W,4001 Leslie Mall,Hospital-Acute Care,Respiratory,COVID-19,,2024-08-28,2024-09-11,N
405,Castleview Wychwood Towers - 5th & 7th Fl,351 Christie St,LTCH,Respiratory,COVID-19,,2024-08-27,2024-09-30,N
406,Eatonville Care Centre - 4th Fl,420 The East Mall,LTCH,Respiratory,Unable to identify,,2024-08-27,2024-09-05,N
407,Humber Meadows - 5th Fl (North Wing),2109 Finch Ave W,LTCH,Respiratory,Rhinovirus,,2024-08-27,2024-09-07,N
408,Kensington Gardens North Building - 3W (3rd Fl West Side),45 Brunswick Ave,LTCH,Respiratory,COVID-19,,2024-08-27,2024-09-04,N
409,Mon Sheong Home For The Aged - 4th Fl,36 D'Arcy St,LTCH,Respiratory,COVID-19,,2024-08-27,2024-09-08,N
410,The Heritage Nursing Home - 3rd Fl,1195 Queen St E,LTCH,Respiratory,Rhinovirus,,2024-08-27,2024-09-06,N
411,The Wexford - 7th Fl,1860 Lawrence Ave E,LTCH,Respiratory,Unable to identify,,2024-08-27,2024-09-09,N
412,Age Care Trilogy - 3rd & 6th Fl,340 McCowan Rd,LTCH,Respiratory,COVID-19,,2024-08-26,2024-09-15,N
413,Amica Bayview Gardens - 3rd & 4th Fl,19 Rean Dr,Retirement Home,Respiratory,COVID-19,,2024-08-26,2024-09-10,N
414,Carefirst Transitional Care Centre,300 Silver Star Blvd,Retirement Home,Respiratory,COVID-19,,2024-08-26,2024-09-05,N
415,The Village Of Humber Heights - 2nd Fl,2245 Lawrence Ave W,Retirement Home,Respiratory,COVID-19,,2024-08-26,2024-09-06,N
416,Mon Sheong - 4th Fl South,2030 McNicoll Ave,LTCH,Respiratory,Parainfluenza,,2024-08-25,2024-09-02,N
417,North York General Hospital - 5 South East,4001 Leslie St,Hospital-Acute Care,Respiratory,COVID-19,,2024-08-24,2024-08-30,N
418,Centre for Addiction and Mental Health - Unit 1-2,1001 Queen St W,Hospital-Psychiatric,Respiratory,COVID-19,,2024-08-23,2024-08-31,N
419,Centre for Addiction and Mental Health - Unit 1-4,1001 Queen St W,Hospital-Psychiatric,Respiratory,COVID-19,,2024-08-23,2024-08-30,N
420,Cummer Lodge - 3 South,205 Cummer Ave,LTCH,Respiratory,COVID-19,,2024-08-23,2024-09-05,N
421,TEHN - Michael Garron Hospital - T5,825 Coxwell Ave,Hospital-Acute Care,Respiratory,COVID-19,,2024-08-22,2024-08-31,N
422,Norfinch Care Community - 2nd Fl - 2A & 2B,22 Norfinch Dr,LTCH,Respiratory,COVID-19,,2024-08-21,2024-09-11,N
423,Humber Meadows Long-Term Care Home - 3rd Fl (South),2109 Finch Ave W,LTCH,Respiratory,COVID-19,,2024-08-20,2024-08-27,N
424,Pine Villa - Transitional Care,1035 Eglinton Ave W,Hospital-Chronic Care,Respiratory,COVID-19,,2024-08-20,2024-09-06,N
425,Amica Bayview Village - 2nd Fl,15 Barberry Pl,Retirement Home,Respiratory,COVID-19,,2024-08-19,2024-08-28,N
426,"Craiglee Nursing Home - 2 East, 2 West & 3 West",102 Craiglee Dr,LTCH,Respiratory,COVID-19,,2024-08-19,2024-09-04,N
427,Extendicare Guildwood - East Spur 2,60 Guildwood Pky,LTCH,Respiratory,Enterovirus,,2024-08-19,2024-08-27,N
428,Harold And Grace Baker Centre - C-Wing,1 Northwestern Ave,LTCH,Respiratory,Parainfluenza,,2024-08-19,2024-08-28,N
429,The Briton House - North & South Tower,720 Mt. Pleasant Rd,Retirement Home,Respiratory,COVID-19,,2024-08-19,2024-09-03,N
430,The Wexford - 6th Fl,1860 Lawrence Ave E,LTCH,Respiratory,COVID-19,,2024-08-19,2024-09-10,N
431,Unity Health Toronto - Providence Healthcare Centre - B4,3276 St. Clair Ave E,Hospital-Chronic Care,Respiratory,COVID-19,,2024-08-19,2024-08-27,N
432,Aspria Kensington Place Retirement Living,866 Sheppard Ave W,Retirement Home,Respiratory,COVID-19,,2024-08-18,2024-09-05,N
433,Kipling Acres - 3rd Fl (Alder Unit),2233 Kipling Ave,LTCH,Respiratory,COVID-19,,2024-08-18,2024-08-30,N
434,Fountain View Care Community - 1A Terrace,1800 O'Connor Dr,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2024-08-16,2024-08-24,N
435,Kensington Gardens North Building - 3rd Fl (West Side),45 Brunswick Ave,LTCH,Respiratory,Unable to identify,,2024-08-16,2024-08-26,N
436,North York General Hospital - Seniors' Health Centre - 2nd Floor,2 Buchan Crt,LTCH,Respiratory,COVID-19,,2024-08-16,2024-08-24,N
437,Yee Hong Centre Finch - 2nd Fl (North & South),60 Scottfield Dr,LTCH,Respiratory,COVID-19,,2024-08-16,2024-09-03,N
438,Scarborough Retirement Residence,148 Markham Rd,Retirement Home,Respiratory,COVID-19,,2024-08-15,2024-09-03,N
439,Humber Meadows - 5th Fl (South Wing),2109 Finch Ave W,LTCH,Respiratory,Rhinovirus,,2024-08-14,2024-08-23,N
440,North Park Nursing Home - 1st Fl,450 Rustic Rd,LTCH,Respiratory,Parainfluenza,,2024-08-14,2024-08-28,N
441,Age Care Trilogy - 4th Fl,340 McCowan Rd,LTCH,Respiratory,Unable to identify,,2024-08-13,2024-08-26,N
442,Cheltenham Care Community - 1st Fl,5935 Bathurst St,LTCH,Respiratory,COVID-19,,2024-08-13,2024-08-21,N
443,Humber River Health - Wilson Site - 5E,1235 Wilson Ave,Hospital-Acute Care,Respiratory,COVID-19,,2024-08-13,2024-08-26,N
444,Forest Hill Place,645 Castlefield Ave,Retirement Home,Respiratory,COVID-19,,2024-08-12,2024-08-26,N
445,Fountain View Care Community - 3A (Woodlands),1800 O'Connor Dr,LTCH,Respiratory,COVID-19,,2024-08-12,2024-08-21,N
446,"Gibson Long-Term Care Residence - 2nd, 3rd & 4th Fl",1925 Steeles Ave E,LTCH,Respiratory,COVID-19,,2024-08-12,2024-09-04,N
447,Norfinch Care Community - 3A,22 Norfinch Dr,LTCH,Respiratory,Rhinovirus,,2024-08-12,2024-08-18,N
448,North York General Hospital - Branson Site - RCC - 4 & 5,555 Finch Ave W,Hospital-Chronic Care,Respiratory,COVID-19,,2024-08-12,2024-08-24,N
449,True Davidson Acres LTCH - 3rd Fl,200 Dawes Rd,LTCH,Respiratory,COVID-19,,2024-08-11,2024-09-03,N
450,Wesburn Manor - 4N,400 The West Mall,LTCH,Respiratory,COVID-19,,2024-08-10,2024-08-28,N
451,Alexis Lodge Retirement Residence - Main & Upper Fl,707 Ellesmere Rd,Retirement Home,Respiratory,COVID-19,,2024-08-09,2024-08-19,N
452,Copernicus Lodge - 2 North,66 Roncesvalles Ave,LTCH,Respiratory,COVID-19,,2024-08-09,2024-09-02,N
453,Donway Place - 1st Fl,8 The Donway,Retirement Home,Respiratory,COVID-19,,2024-08-09,2024-08-26,N
454,Qeens Estate Retirement Residence - 4th Fl,265 Queens Dr,Retirement Home,Respiratory,COVID-19,,2024-08-08,2024-08-19,N
455,RCC Finch Site - Markham Stouville Hospital - 6E,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,COVID-19,,2024-08-08,2024-08-18,N
456,The Millwood - 4th Fl,921 Millwood Rd,Retirement Home,Respiratory,Respiratory syncytial virus,,2024-08-08,2024-08-17,N
457,Fudger House - 3W,439 Sherbourne St,LTCH,Respiratory,COVID-19,,2024-08-07,2024-08-19,N
458,Hellenic Home - Ground Fl,2411 Lawrence Ave E,LTCH,Respiratory,Rhinovirus,,2024-08-07,2024-08-18,N
459,The Wexford - 4th Fl,1860 Lawrence Ave E,LTCH,Respiratory,Unable to identify,,2024-08-07,2024-08-15,N
460,Delmanor Wynford - 4th Fl,187 Wynford Dr,Retirement Home,Respiratory,COVID-19,,2024-08-06,2024-08-14,N
461,Humber Meadows LTCH - Aster (2S),2109 Finch Ave W,LTCH,Respiratory,COVID-19,,2024-08-06,2024-08-13,N
462,Shepherd Lodge - 2S,3760 Sheppard Ave E,LTCH,Respiratory,Rhinovirus,,2024-08-06,2024-08-12,N
463,Rayoak Place - 1st Fl,1340 York Mills Rd,Retirement Home,Respiratory,COVID-19,,2024-08-05,2024-08-14,N
464,Villa Colombo Homes For The Aged - 1st Fl (Fidani Unit),40 Playfiar Ave,LTCH,Respiratory,COVID-19,,2024-08-03,2024-08-17,N
465,Unity Health Toronto - Houses Of Providence - Hop 3 East (Cedar),3276 St. Clair Ave E,LTCH,Respiratory,COVID-19,Rhinovirus,2024-08-02,2024-08-13,N
466,Weston Terrace Care Community - 1A,2005 Lawrence Ave W,LTCH,Respiratory,COVID-19,,2024-08-02,2024-08-12,N
467,Chartwell Guildwood Retirement Residence - 2nd Fl (Dementia Unit),65 Livingstone Rd,Retirement Home,Respiratory,COVID-19,,2024-08-01,2024-08-09,N
468,William Osler Health System - Etobicoke General Hospital - 8W Surgical Unit,101 Humber College Blvd,Hospital-Acute Care,Respiratory,COVID-19,,2024-08-01,2024-08-09,N
469,Unity Health Toronto - Houses Of Providence - Hop 3W (Poplar & Walnut),3276 St. Clair Ave E,LTCH,Respiratory,COVID-19,,2024-07-31,2024-08-13,N
470,Dom Lipa - 1st Fl (K Wing) & 2nd Fl,52 Neilson Dr,LTCH,Respiratory,COVID-19,,2024-07-30,2024-08-15,N
471,Ehatare Nursing Home - 4th Fl,40 Old Kingston Rd,LTCH,Respiratory,Unable to identify,,2024-07-30,2024-08-08,N
472,Cedarbrook Lodge Retirement Residence - 2nd Fl,520 Markham Rd,Retirement Home,Respiratory,COVID-19,,2024-07-29,2024-08-17,N
473,Gibson Long-Term Care Residence - 3rd Fl,1925 Steeles Ave E,LTCH,Respiratory,Rhinovirus,,2024-07-29,2024-08-08,N
474,RCC - Church Site - St. Joseph's Health Centre - 4B,200 Church St,Hospital-Chronic Care,Respiratory,COVID-19,,2024-07-29,2024-08-09,N
475,Westside - 4th Fl,1145 Albion Rd,LTCH,Respiratory,Parainfluenza,,2024-07-29,2024-08-06,N
476,The Heritage Nursing Home - 2nd Fl,1195 Queen St E,LTCH,Respiratory,COVID-19,,2024-07-28,2024-08-08,N
477,Kipling Acres - 2nd Fl (Elms),2233 Kipling Ave,LTCH,Respiratory,Rhinovirus,,2024-07-27,2024-08-05,N
478,Gibson Long-Term Care Residence - 1st & 2nd Fl,1925 Steeles Ave E,LTCH,Respiratory,COVID-19,,2024-07-26,2024-08-12,N
479,Labdara Lithuanian Nursing Home - 1st Fl (South),5 Resurrection Dr,LTCH,Respiratory,COVID-19,,2024-07-26,2024-08-11,N
480,UHN - Toronto General Hospital - 6ES,200 Elizabeth St,Hospital-Acute Care,Respiratory,Parainfluenza type 3,,2024-07-26,2024-08-10,N
481,Age Care Trilogy - 2nd Fl,340 McCowan Rd,LTCH,Respiratory,Unable to identify,,2024-07-24,2024-07-29,N
482,Better Living At Thompson House - 3rd Fl & 4th Fl (North),1 Overland Dr,LTCH,Respiratory,COVID-19,,2024-07-24,2024-08-09,N
483,TEHN - Atrium At Kew Beach (A MGH Affiliated Unit) - 3E,500 Kingston Rd,Hospital-Chronic Care,Respiratory,COVID-19,,2024-07-24,2024-07-31,N
484,Centre For Addiction And Mental Health - Unit 1-3,1001 Queen St W,Hospital-Psychiatric,Respiratory,COVID-19,,2024-07-23,2024-08-03,N
485,The O'Neill Centre - 2nd Fl,33 Christie St,LTCH,Respiratory,COVID-19,,2024-07-23,2024-08-12,N
486,"Delmanor Prince Edward - 3rd, 5th & 8th Fl",4180 Dundas St W,Retirement Home,Respiratory,COVID-19,,2024-07-22,2024-07-24,N
487,Hellenic Care For Seniors,215 Tyrrel Ave,LTCH,Respiratory,Rhinovirus,,2024-07-22,2024-08-14,N
488,St. George Care Community - 2nd Fl,225 St. George St,LTCH,Respiratory,COVID-19,,2024-07-22,2024-07-30,N
489,Yee Hong Centre Scarborough - 3F,2311 McNicoll Ave,LTCH,Respiratory,COVID-19,,2024-07-22,2024-08-01,N
490,Mon Sheong Home For The Aged - 2nd & 3rd Fl,36 D'Arcy St,LTCH,Respiratory,COVID-19,,2024-07-20,2024-08-07,N
491,Sunnybrook Health Sciences Centre - D2,2075 Bayview Ave,Hospital-Acute Care,Respiratory,COVID-19,,2024-07-20,2024-07-28,N
492,Fountain View Community - Lakeside 2B,1800 O'Connor Dr,LTCH,Respiratory,COVID-19,,2024-07-19,2024-07-26,N
493,Seven Oaks - 3rd Fl,9 Neilson Rd,LTCH,Respiratory,COVID-19,,2024-07-19,2024-07-31,N
494,TEHN - Michael Garron Hospital - B3,825 Coxwell Ave,Hospital-Acute Care,Respiratory,COVID-19,,2024-07-19,2024-07-26,N
495,Midland Gardens Care Community,130 Midland Ave,LTCH,Respiratory,COVID-19,,2024-07-18,2024-08-19,N
496,St. George Care Community - 4th Fl,225 St. George St,LTCH,Respiratory,Parainfluenza,,2024-07-18,2024-08-07,N
497,The Village Of Humber Heights - Brule Neighbourhood,2245 Lawrence Ave W,LTCH,Respiratory,Parainfluenza,,2024-07-18,2024-07-29,N
498,Mon Sheong Scarborough - 2nd Fl South & 2nd Fl North,2030 McNicoll Ave,LTCH,Respiratory,COVID-19,,2024-07-16,2024-07-31,N
499,Sunnybrook Health Science - C4,2075 Bayview Ave,Hospital-Acute Care,Respiratory,COVID-19,,2024-07-16,2024-07-27,N
500,Sunnybrook Health Science - K3CA,2075 Bayview Ave,Hospital-Acute Care,Other,CPE Colonization E. coli (NDM/OXA-48),"CPE Colonization E. coli (NDM), CPE Infection E.coli (NDM/OXA-48), CPE Infection E. coli (OXA-48), VRE",2024-07-16,2024-09-11,N
501,The Russell Hill Retirement Residence,262 St. Clair Ave W,Retirement Home,Respiratory,COVID-19,,2024-07-16,2024-07-24,N
502,Baycrest Apotex Centre - Jewish Home For The Aged - 6EI,3560 Bathurst St,LTCH,Respiratory,COVID-19,,2024-07-15,2024-08-10,N
503,Belmont House - 5 Walker Wing,55 Belmont St,LTCH,Respiratory,COVID-19,,2024-07-15,2024-07-22,N
504,Lakeshore Lodge - 4th Fl,3197 Lakeshore Blvd W,LTCH,Respiratory,COVID-19,,2024-07-15,2024-07-23,N
505,Leaside Retirement Residence - 2nd Fl (Memory Care Unit),10 William Morgan Dr,Retirement Home,Enteric,Unable to identify,,2024-07-15,2024-07-22,N
506,Yee Hong Centre -Mcnicoll - 5th Fl,2311 McNicoll Ave,LTCH,Respiratory,Parainfluenza,,2024-07-14,2024-07-26,N
507,Hawthorne Place Care Centre - Lily Way - 3rd Fl,2025 Finch Ave W,LTCH,Respiratory,COVID-19,,2024-07-12,2024-07-22,N
508,One Keton Place  - 4th Fl,1 Kenton Pl,Retirement Home,Respiratory,COVID-19,,2024-07-12,2024-07-18,N
509,UHN - Toronto General Hospital - 7MA/B,200 Elizabeth St,Hospital-Acute Care,Respiratory,Metapneumovirus,,2024-07-12,2024-07-16,N
510,"Cummer Lodge - 2N, 2S & 4N",305 Cummer Ave,LTCH,Respiratory,Rhinovirus,,2024-07-11,2024-08-04,N
511,"Villa Colombo (Ltch) - 3rd & 4th (Fidani), 2nd, 3rd & 4th (Fusco)",40 Playfair Ave,LTCH,Enteric,Norovirus,,2024-07-11,2024-07-29,N
512,Westside Long Term Care - 3rd Fl,1145 Albion Rd,LTCH,Respiratory,Parainfluenza,,2024-07-11,2024-07-30,N
513,Baycrest Apotex Centre - Jewish Home For The Aged - 2RF,3560 Bathurst St,LTCH,Respiratory,COVID-19,,2024-07-10,2024-07-19,N
514,Trillium Health Partners - Mccall Centre For Continuing Care - 3rd Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,Rhinovirus,,2024-07-09,2024-07-16,N
515,Westpark Long Term Care Centre - Humber/York,150 Emmett Ave,LTCH,Respiratory,COVID-19,,2024-07-09,2024-07-29,N
516,Baycrest Apotex Centre - Jewish Home For The Aged - 7EI,3560 Bathurst St,LTCH,Respiratory,COVID-19,,2024-07-08,2024-07-18,N
517,"Don Mills Retirement Residence - 3rd, 5th & 7th Fl",2 Green Belt Dr,Retirement Home,Respiratory,COVID-19,,2024-07-08,2024-08-08,N
518,Extendicare Rouge Valley - Moorish Unit - 3rd Fl S,551 Collins Rd,LTCH,Respiratory,Rhinovirus,,2024-07-08,2024-07-22,N
519,Kipling Acres Long-Term Care Home - Highfield,2233 Kipling Ave,LTCH,Respiratory,Influenza A (Not subtyped),,2024-07-08,2024-07-17,N
520,McCall Centre for Continuing Care - 3rd Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2024-07-08,2024-07-15,N
521,TEHN- Michael Garron Hospital - A3,825 Coxwell Ave,Hospital-Acute Care,Respiratory,COVID-19,,2024-07-08,2024-07-16,N
522,Ukranian Canadian Care Centre - 2nd Fl,60 Richview Rd,LTCH,Respiratory,COVID-19,,2024-07-08,2024-07-18,N
523,Baycrest Apotex Centre - Jewish Home For The Aged - 3GS,3560 Bathurst St,LTCH,Respiratory,COVID-19,,2024-07-07,2024-07-15,N
524,Baycrest Apotex Centre - Jewish Home For The Aged - 4RF,3560 Bathurst St,LTCH,Respiratory,COVID-19,,2024-07-07,2024-07-22,N
525,Nygh - Seniors' Health Centre - 2nd Fl,2111 Buchan Crt,LTCH,Respiratory,COVID-19,Enterovirus/ Rhinovirus,2024-07-07,2024-07-23,N
526,Nygh - Seniors' Health Centre - 4th Fl,2111 Buchan Crt,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2024-07-07,2024-07-13,N
527,Runnymede Healthcare Centre - 2E,625 Runnymede Rd,Hospital-Chronic Care,Respiratory,COVID-19,,2024-07-06,2024-07-15,N
528,Baycrest Apotex Centre - Jewish Home For The Aged - 5RF,3560 Bathurst St,LTCH,Respiratory,COVID-19,,2024-07-05,2024-07-17,N
529,Extendicare Scarborough,3830 Lawren Ave E,LTCH,Respiratory,COVID-19,,2024-07-04,2024-07-29,N
530,Midland Gardens Care Community - 6th Fl,130 Midland Ave,LTCH,Respiratory,Rhinovirus,,2024-07-04,2024-07-16,N
531,North York General Hospital - General Site - 7N,4001 Leslie St,Hospital-Acute Care,Respiratory,COVID-19,,2024-07-04,2024-07-12,N
532,Fudger House - 1 West,439 Sherbourne St,LTCH,Respiratory,COVID-19,,2024-07-03,2024-07-22,N
533,Norfinch Care Community Nursing Home - 3B,22 Norfinch Dr,LTCH,Respiratory,COVID-19,,2024-07-02,2024-07-15,N
534,The Village of Humber Heights - Alderwood,2245 Lawrence Ave W,LTCH,Respiratory,Parainfluenza,,2024-07-02,2024-07-19,N
535,Chartwell Lansing Retirement Residence - 1st & 3rd Fl,10 Senlac Rd,LTCH,Respiratory,COVID-19,,2024-06-30,2024-07-17,N
536,Baycrest Hospital - Terraces 1st Fl,55 Ameer Ave,Retirement Home,Respiratory,COVID-19,,2024-06-28,2024-07-06,N
537,Sisters of St. Joseph - Unit 3 & 4,2 O'Connor Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2024-06-28,2024-07-06,N
538,Kipling Acres - Humber Unit,2233 Kipling Ave,LTCH,Respiratory,Parainfluenza,,2024-06-27,2024-07-08,N
539,Terraces of Baycrest Retirement Residence - 11th Fl,55 Ameer Ave,Retirement Home,Respiratory,COVID-19,,2024-06-27,2024-07-05,N
540,The Kensington Gardens (South Building) - 4 East,25 Brunswick Ave,LTCH,Respiratory,Rhinovirus,,2024-06-27,2024-07-08,N
541,Chartwell Westbury Long Term Care - 2nd Fl,495 The West Mall,LTCH,Respiratory,Parainfluenza,,2024-06-26,2024-07-06,N
542,Wesburn Manor - 2 North,400 The West Mall,LTCH,Respiratory,Rhinovirus,,2024-06-26,2024-07-11,N
543,"Kennedy Lodge - 2 & 3 South, Main North & 2 North",1400 Kennedy Rd,LTCH,Respiratory,COVID-19,,2024-06-25,2024-07-18,N
544,Leaside Retirement - 3rd Fl Building 10,10 William Morgan Dr,Retirement Home,Enteric,Norovirus,,2024-06-25,2024-07-07,N
545,Mindland Gardens Care Community - 6th Fl,130 Midland Ave,LTCH,Respiratory,COVID-19,,2024-06-25,2024-07-04,N
546,Baycrest Hospital - H3W,3560 Bathurst St,Hospital-Chronic Care,Respiratory,COVID-19,,2024-06-24,2024-07-06,N
547,Better Living at Thomspson House - 3rd Fl,1 Overland Dr,LTCH,Respiratory,Metapneumovirus,,2024-06-24,2024-07-06,N
548,Terraces of Baycrest Retirement Residences - 8th Fl,55 Ameer Ave,Retirement Home,Respiratory,COVID-19,,2024-06-24,2024-07-02,N
549,Runnymede Healthcare Centre - 3 East,625 Runnymede Rd,Hospital-Chronic Care,Respiratory,COVID-19,,2024-06-23,2024-07-07,N
550,Terraces of Baycrest Retirement Residence - 9th Fl,55 Ameer Ave,Retirement Home,Respiratory,COVID-19,,2024-06-23,2024-07-01,N
551,Weston Terrace Care Community - 2nd Fl,2005 Lawrence Ave,LTCH,Respiratory,Rhinovirus,,2024-06-22,2024-07-01,N
552,Baycrest Hospital - 7 East,3560 Bathurst St,Hospital-Chronic Care,Respiratory,COVID-19,,2024-06-21,2024-07-06,N
553,Baycrest Hospital - H4W,3560 Bathurst St,Hospital-Chronic Care,Respiratory,COVID-19,,2024-06-21,2024-06-29,N
554,North York General Hospital - Seniors' Health Centre - 1st Fl,2 Buchan Crt,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2024-06-21,2024-07-01,N
555,Bendale Acres - 3rd Fl,2920 Lawrence Ave E,LTCH,Respiratory,Parainfluenza,,2024-06-20,2024-06-26,N
556,"Nisbet Lodge - 6th,7th & 8th Fl (Team 2)",740 Pape Ave,LTCH,Respiratory,COVID-19,,2024-06-20,2024-06-27,N
557,Shepherd Lodge - 3rd Fl South,3760 Sheppard Ave E,LTCH,Respiratory,COVID-19,,2024-06-19,2024-06-24,N
558,Humber River Hospital - RCC Church Site - A2N,200 Church St,Hospital-Chronic Care,Respiratory,COVID-19,,2024-06-18,2024-07-04,N
559,Leaside Retirement Residence - 6th Fl Building 14,10 William Morgan Dr,Retirement Home,Respiratory,COVID-19,,2024-06-18,2024-06-25,N
560,Cheltenham Care Community - 1st & 2nd Fl,5935 Bathurst St,LTCH,Respiratory,Parainfluenza,,2024-06-17,2024-07-14,N
561,Mon Sheong Scarborough Long Term Care - 3rd Fl,2030 McNicoll Ave,LTCH,Respiratory,Parainfluenza,,2024-06-17,2024-06-26,N
562,Presentation Manor - 4th Fl,61 Fairfox Cres,Retirement Home,Respiratory,COVID-19,,2024-06-17,2024-06-26,N
563,Southlake Regional Health Centre - RCC Finch Site - 6 West,2111 Finch Ave,Hospital-Chronic Care,Respiratory,COVID-19,,2024-06-17,2024-06-28,N
564,UHN - Toronto Western Hospital - 4B,399 Bathurst St,Hospital-Acute Care,Enteric,Clostridium difficile,,2024-06-17,2024-07-12,N
565,Yee Hong Centre - Scarborough - 1st & 3rd Fl,2311 McNicoll Ave,LTCH,Respiratory,Parainfluenza,,2024-06-17,2024-07-12,N
566,Runnymede Healthcare Centre - 3W,625 Runnymede Rd,Hospital-Chronic Care,Respiratory,COVID-19,,2024-06-15,2024-06-28,N
567,Bendale Acres - 1st & 3rd Fl,2920 Lawrence Ave E,LTCH,Respiratory,COVID-19,,2024-06-13,2024-06-25,N
568,Reactivation Care Centre - Finch Site - Southlake Hospital - 5 West,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,COVID-19,,2024-06-13,2024-06-21,N
569,Scarborough Health Network - Birchmount Hospital - 4A,3030 Birchmount Rd,Hospital-Acute Care,Other,CPE Unspecified (VIM),,2024-06-13,2024-06-28,N
570,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LSSE,2075 Bayview Ave,LTCH,Respiratory,Parainfluenza,,2024-06-13,2024-06-22,N
571,Belmont House - 5th Fl,55 Belmont St,Retirement Home,Respiratory,COVID-19,,2024-06-12,2024-06-19,N
572,Bill McMurray Residence,180 Sheridan Ave,Retirement Home,Respiratory,COVID-19,,2024-06-11,2024-06-20,N
573,Extendicare Bayview,550 Cummer Ave,LTCH,Respiratory,COVID-19,,2024-06-11,2024-07-02,N
574,Fudger House - 2 West & 3 West,439 Sherbourne St,LTCH,Respiratory,COVID-19,,2024-06-11,2024-07-02,N
575,Dom Lipa - Wing 2,52 Neilson Dr,LTCH,Respiratory,COVID-19,,2024-06-10,2024-06-18,N
576,Fieldstone Commons Care Community - 3A & 3B,1000 Ellesmere Rd,LTCH,Respiratory,COVID-19,,2024-06-10,2024-06-19,N
577,Hawthorne Place Care Centre - Maple Lane - 1st Fl,2045 Finch Ave W,LTCH,Respiratory,COVID-19,,2024-06-09,2024-06-20,N
578,Carefree Lodge - 2nd Fl,306 Finch Ave E,LTCH,Respiratory,COVID-19,,2024-06-08,2024-06-15,N
579,Kensington Gardens South - 1 West & 1 East,25 Brunswick Ave,LTCH,Enteric,Norovirus,,2024-06-07,2024-06-21,N
580,Sunnybrook Health Sciences Centre - D6,2075 Bayview Ave,Hospital-Acute Care,Respiratory,COVID-19,,2024-06-07,2024-06-15,N
581,Centennial Park Place,25 Centennial Park Rd,Retirement Home,Respiratory,Unable to identify,,2024-06-06,2024-06-15,N
582,"Tony Stacey Centre for Veterans Care - 1st Fl South, 2nd Fl South & 2nd Fl East",59 Lawson Rd,LTCH,Respiratory,Parainfluenza,,2024-06-06,2024-06-21,N
583,Gibson Long-Term Care Residence - 1st Fl,1925 Steeles Ave E,LTCH,Respiratory,Parainfluenza,,2024-06-05,2024-06-20,N
584,Kensington Gardens South - 1 East & 2 East,25 Brunswick Ave,LTCH,Respiratory,COVID-19,,2024-06-05,2024-06-20,N
585,Centre for Addiction and Mental Health - Queen Site - PRT5,1001 Queen St W,Hospital-Psychiatric,Respiratory,COVID-19,,2024-06-04,2024-06-11,N
586,Fudger House - 1 East,439 Sherbourne St,LTCH,Respiratory,Coronavirus*,,2024-06-04,2024-06-17,N
